Date,Carrier,FlightNumber,Origin,Destination,ScheduledDeparture,DepartureTime,DepartureDelay,TaxiOut,WheelsOff,ScheduledArrival,ArrivalTime,ArrivalDelay,AirTime,Distance,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2026-02-27,UA,UA5957,DFW,LAX,1413,1413,0,29,1442,1716,1701,-15.0,143,1144,0,0,0,0,0
2026-02-02,B6,B61528,DEN,ORD,1704,1815,71,28,1843,2017,2124,67.0,153,1224,9,23,35,0,0
2026-04-16,WN,WN4466,DFW,LAS,1612,1612,0,19,1631,1941,1923,-18.0,169,1352,0,0,0,0,0
2026-01-06,UA,UA6478,LAX,DEN,1707,1707,0,13,1720,2202,2136,-26.0,255,2040,0,0,0,0,0
2026-03-17,DL,DL6491,SEA,DFW,1744,1744,0,21,1805,1954,1936,-18.0,90,720,0,0,0,0,0
2026-01-28,AS,AS2409,DEN,CLT,1629,1629,0,12,1641,2301,2247,-14.0,352,2816,0,0,0,0,0
2026-02-11,AA,AA9122,LAS,SFO,1029,1029,0,21,1050,1244,1237,-7.0,95,760,0,0,0,0,0
2026-03-20,AA,AA6431,DEN,CLT,1726,1726,0,26,1752,1907,1858,-9.0,61,488,0,0,0,0,0
2026-01-23,AA,AA7779,LAS,JFK,2024,2134,70,13,2147,0237,0313,36.0,333,2664,36,0,0,0,0
2026-01-11,AS,AS2391,LAS,ATL,2338,2338,0,29,0007,0334,0329,-5.0,196,1568,0,0,0,0,0
2026-01-21,UA,UA6245,SEA,ORD,0159,0159,0,19,0218,0450,0441,-9.0,131,1048,0,0,0,0,0
2026-01-29,WN,WN3820,SFO,SEA,1725,1725,0,10,1735,2313,2245,-28.0,308,2464,0,0,0,0,0
2026-03-07,AA,AA8616,DFW,JFK,2318,2318,0,16,2334,0241,0228,-13.0,163,1304,0,0,0,0,0
2026-01-05,B6,B6351,CLT,LAX,1135,1259,84,25,1324,1440,1601,81.0,145,1160,8,43,30,0,0
2026-01-12,WN,WN6526,DFW,CLT,0809,0809,0,21,0830,1436,1409,-27.0,347,2776,0,0,0,0,0
2026-03-06,AS,AS5343,ATL,ORD,1517,1517,0,28,1545,1743,1746,3.0,106,848,0,0,0,0,0
2026-02-22,AS,AS1072,SEA,DEN,0031,0031,0,23,0054,0541,0537,-4.0,270,2160,0,0,0,0,0
2026-04-16,DL,DL5134,LAS,DFW,0704,0704,0,24,0728,0925,0908,-17.0,101,808,0,0,0,0,0
2026-04-05,AA,AA5817,LAX,DEN,1447,1623,96,29,1652,2101,2221,80.0,334,2672,62,14,4,0,0
2026-03-19,WN,WN4665,ORD,ATL,0809,0850,41,23,0913,1225,1248,23.0,216,1728,2,15,6,0,0
2026-02-01,DL,DL2768,SEA,JFK,1820,1958,98,24,2022,2116,2231,75.0,136,1088,13,28,34,0,0
2026-01-18,AA,AA2850,ORD,DEN,0859,1039,100,12,1051,1520,1639,79.0,341,2728,16,51,12,0,0
2026-04-17,AS,AS2963,CLT,SEA,1842,1842,0,18,1900,2326,2318,-8.0,244,1952,0,0,0,0,0
2026-04-08,AS,AS289,LAS,LAX,1000,1000,0,25,1025,1441,1424,-17.0,241,1928,0,0,0,0,0
2026-01-24,AS,AS9131,ATL,CLT,1836,1836,0,17,1853,2259,2244,-15.0,223,1784,0,0,0,0,0
2026-04-19,AS,AS2695,ORD,JFK,0659,0659,0,22,0721,1134,1116,-18.0,235,1880,0,0,0,0,0
2026-04-10,B6,B62193,DFW,ORD,0323,0323,0,12,0335,0928,0852,-36.0,325,2600,0,0,0,0,0
2026-02-22,DL,DL7107,CLT,JFK,0041,0041,0,30,0111,0528,0524,-4.0,247,1976,0,0,0,0,0
2026-04-16,DL,DL704,DFW,SEA,1853,1853,0,15,1908,2213,2140,-33.0,160,1280,0,0,0,0,0
2026-01-06,AA,AA5078,CLT,DEN,1923,2010,47,18,2028,0049,0131,42.0,286,2288,27,10,5,0,0
2026-01-04,DL,DL9285,DFW,ATL,0010,0010,0,10,0020,0238,0226,-12.0,108,864,0,0,0,0,0
2026-04-26,DL,DL382,DEN,SFO,0627,0627,0,28,0655,1208,1205,-3.0,301,2408,0,0,0,0,0
2026-01-31,AS,AS6986,ATL,DFW,0643,0643,0,19,0702,1245,1230,-15.0,322,2576,0,0,0,0,0
2026-04-15,DL,DL9669,LAX,DEN,0151,0425,154,19,0444,0454,0723,149.0,143,1144,136,11,2,0,0
2026-02-09,WN,WN2713,SEA,LAS,1226,1320,54,10,1330,1822,1848,26.0,316,2528,0,24,2,0,0
2026-03-22,DL,DL1634,SFO,SEA,1712,1712,0,29,1741,2100,2049,-11.0,188,1504,0,0,0,0,0
2026-04-02,DL,DL4817,LAS,DFW,1117,1117,0,26,1143,1632,1612,-20.0,275,2200,0,0,0,0,0
2026-04-30,AA,AA6491,JFK,ORD,1436,1605,89,12,1617,1715,1836,81.0,119,952,9,65,7,0,0
2026-04-06,WN,WN8516,ORD,SEA,0954,0954,0,16,1010,1339,1306,-33.0,185,1480,0,0,0,0,0
2026-03-27,UA,UA5019,SEA,LAX,1807,1807,0,25,1832,2101,2050,-11.0,134,1072,0,0,0,0,0
2026-03-26,UA,UA5971,SEA,SFO,2129,2129,0,29,2158,0016,0024,8.0,127,1016,0,0,0,0,0
2026-04-15,AA,AA8979,DEN,DFW,1422,1534,72,20,1554,1704,1802,58.0,122,976,34,10,14,0,0
2026-03-10,B6,B68516,DEN,SEA,0455,0455,0,17,0512,0919,0851,-28.0,224,1792,0,0,0,0,0
2026-02-13,DL,DL1302,LAS,SEA,0754,0754,0,21,0815,1228,1159,-29.0,234,1872,0,0,0,0,0
2026-03-17,UA,UA7892,ORD,ATL,2121,2121,0,16,2137,2335,2319,-16.0,94,752,0,0,0,0,0
2026-04-23,WN,WN3733,LAS,LAX,0910,0910,0,14,0924,1143,1126,-17.0,113,904,0,0,0,0,0
2026-04-22,UA,UA6585,JFK,ATL,1200,1422,142,16,1438,1741,1948,127.0,301,2408,44,50,33,0,0
2026-04-07,WN,WN4723,DFW,DEN,1642,1819,97,20,1839,2001,2128,87.0,159,1272,16,64,7,0,0
2026-01-28,WN,WN8388,SEA,JFK,0342,0347,5,18,0405,0738,0720,-18.0,196,1568,0,0,0,0,0
2026-04-24,DL,DL7228,CLT,JFK,0827,0827,0,11,0838,1105,1045,-20.0,118,944,0,0,0,0,0
2026-03-17,UA,UA6589,LAS,SFO,1413,1413,0,17,1430,1942,1925,-17.0,289,2312,0,0,0,0,0
2026-04-27,UA,UA5735,SFO,CLT,1945,2146,121,11,2157,0008,0152,104.0,223,1784,50,45,9,0,0
2026-03-14,AA,AA2491,CLT,DEN,1945,2105,80,11,2116,2307,0003,56.0,162,1296,14,15,27,0,0
2026-02-06,DL,DL4412,SFO,SEA,2003,2003,0,20,2023,2212,2206,-6.0,89,712,0,0,0,0,0
2026-02-14,B6,B69340,ORD,SEA,1031,1031,0,19,1050,1405,1357,-8.0,174,1392,0,0,0,0,0
2026-03-05,B6,B6692,JFK,SEA,1851,1851,0,17,1908,0043,0020,-23.0,312,2496,0,0,0,0,0
2026-04-16,AA,AA4031,CLT,LAS,1732,1948,136,16,2004,0010,0220,130.0,358,2864,88,25,17,0,0
2026-03-01,AA,AA9181,CLT,SEA,0316,0316,0,17,0333,0559,0543,-16.0,123,984,0,0,0,0,0
2026-02-15,AS,AS345,ORD,CLT,1727,1727,0,28,1755,2304,2244,-20.0,297,2376,0,0,0,0,0
2026-01-20,DL,DL3086,LAX,CLT,0929,1055,86,19,1114,1407,1504,57.0,238,1904,18,36,3,0,0
2026-02-08,B6,B61439,JFK,LAS,0049,0049,0,14,0103,0702,0635,-27.0,333,2664,0,0,0,0,0
2026-04-15,AA,AA5977,SFO,CLT,0907,0907,0,10,0917,1155,1134,-21.0,128,1024,0,0,0,0,0
2026-02-26,AS,AS5967,DEN,JFK,2232,2232,0,16,2248,0201,0129,-32.0,169,1352,0,0,0,0,0
2026-04-30,WN,WN5324,ATL,ORD,2022,2022,0,10,2032,2211,2134,-37.0,69,552,0,0,0,0,0
2026-02-08,WN,WN3813,LAS,DFW,1901,1901,0,30,1931,0052,0052,0.0,311,2488,0,0,0,0,0
2026-01-26,UA,UA7524,LAX,LAS,0016,0117,61,26,0143,0626,0732,66.0,330,2640,39,17,10,0,0
2026-02-25,AA,AA7916,ATL,DEN,1025,1143,78,29,1212,1429,1554,85.0,204,1632,57,16,12,0,0
2026-04-28,B6,B62974,CLT,LAS,1611,1814,123,29,1843,2149,2338,109.0,298,2384,9,99,1,0,0
2026-03-14,AS,AS1940,SFO,ATL,1336,1336,0,15,1351,1657,1633,-24.0,161,1288,0,0,0,0,0
2026-02-28,WN,WN1568,SEA,CLT,1723,1723,0,29,1752,2108,2107,-1.0,185,1480,0,0,0,0,0
2026-02-21,UA,UA6909,ATL,LAX,2232,2303,31,12,2315,0208,0222,14.0,176,1408,0,0,0,0,0
2026-02-13,UA,UA6315,ATL,JFK,2028,2028,0,10,2038,2335,2315,-20.0,147,1176,0,0,0,0,0
2026-01-24,WN,WN3908,DEN,SEA,0526,0526,0,19,0545,1116,1059,-17.0,310,2480,0,0,0,0,0
2026-01-12,WN,WN2676,SFO,DEN,1823,1823,0,15,1838,2024,1954,-30.0,81,648,0,0,0,0,0
2026-01-15,WN,WN979,LAX,LAS,1514,1514,0,28,1542,1953,1935,-18.0,239,1912,0,0,0,0,0
2026-02-20,WN,WN3333,SEA,DEN,0119,0119,0,28,0147,0759,0753,-6.0,360,2880,0,0,0,0,0
2026-02-26,WN,WN7336,CLT,ATL,1021,1320,179,10,1330,1433,1713,160.0,212,1696,96,16,48,0,0
2026-03-21,WN,WN6654,SEA,DFW,0720,0720,0,14,0734,1046,1039,-7.0,166,1328,0,0,0,0,0
2026-02-27,UA,UA7245,ORD,ATL,2218,2218,0,21,2239,0335,0310,-25.0,277,2216,0,0,0,0,0
2026-02-06,B6,B69349,SEA,DEN,1704,1704,0,26,1730,2016,2020,4.0,152,1216,0,0,0,0,0
2026-02-20,WN,WN5486,LAX,DFW,1220,1220,0,21,1241,1453,1450,-3.0,113,904,0,0,0,0,0
2026-03-25,AA,AA8814,ATL,DEN,1353,1532,99,28,1600,2001,2132,91.0,328,2624,75,9,7,0,0
2026-03-31,AS,AS5661,LAS,ORD,2242,0045,123,27,0112,0517,0726,129.0,355,2840,58,2,69,0,0
2026-03-19,DL,DL5573,DFW,DEN,1021,1103,42,24,1127,1350,1435,45.0,169,1352,14,20,11,0,0
2026-03-15,AA,AA1285,ATL,LAX,1207,1207,0,18,1225,1816,1759,-17.0,329,2632,0,0,0,0,0
2026-04-29,WN,WN3353,SEA,SFO,2329,2329,0,24,2353,0350,0332,-18.0,221,1768,0,0,0,0,0
2026-02-28,AA,AA1536,SFO,LAX,0724,0933,129,19,0952,0944,1144,120.0,100,800,81,21,18,0,0
2026-03-03,UA,UA3309,JFK,CLT,0737,0737,0,18,0755,1142,1116,-26.0,205,1640,0,0,0,0,0
2026-02-24,AS,AS3581,ORD,SEA,2354,2354,0,21,0015,0223,0217,-6.0,109,872,0,0,0,0,0
2026-01-25,UA,UA2470,DEN,ORD,1650,1800,70,10,1810,2246,2318,32.0,316,2528,28,2,2,0,0
2026-02-16,DL,DL3824,SFO,ORD,1710,1710,0,24,1734,1938,1918,-20.0,108,864,0,0,0,0,0
2026-02-07,AS,AS3958,CLT,LAS,1900,1900,0,29,1929,2237,2236,-1.0,177,1416,0,0,0,0,0
2026-01-18,AA,AA2136,DFW,ATL,0027,0157,90,26,0223,0319,0434,75.0,132,1056,15,31,29,0,0
2026-04-28,WN,WN2910,DFW,SFO,0751,0751,0,29,0820,1301,1309,8.0,270,2160,0,0,0,0,0
2026-03-05,AS,AS4924,LAS,ORD,2016,2313,177,25,2338,2238,0132,174.0,102,816,61,1,112,0,0
2026-01-21,DL,DL8208,DFW,CLT,1651,1651,0,12,1703,2306,2228,-38.0,335,2680,0,0,0,0,0
2026-01-24,UA,UA6560,DFW,CLT,1005,1005,0,24,1029,1440,1420,-20.0,235,1880,0,0,0,0,0
2026-01-08,AS,AS2154,SFO,JFK,2040,2040,0,18,2058,2354,2336,-18.0,154,1232,0,0,0,0,0
2026-04-19,DL,DL7061,SEA,ORD,1628,1628,0,15,1643,2155,2125,-30.0,287,2296,0,0,0,0,0
2026-02-17,WN,WN7869,ORD,JFK,1116,1230,74,18,1248,1434,1525,51.0,158,1264,51,0,0,0,0
2026-04-10,B6,B62658,DFW,LAX,2254,2254,0,30,2324,0403,0412,9.0,269,2152,0,0,0,0,0
2026-03-28,AS,AS4796,JFK,ATL,0939,1142,123,13,1155,1151,1331,100.0,92,736,24,59,17,0,0
2026-01-08,WN,WN8866,DFW,DEN,0212,0212,0,27,0239,0429,0409,-20.0,97,776,0,0,0,0,0
2026-03-27,B6,B64185,SFO,LAX,2313,2313,0,24,2337,0259,0245,-14.0,186,1488,0,0,0,0,0
2026-04-07,B6,B68940,JFK,SEA,0042,0042,0,28,0110,0433,0414,-19.0,191,1528,0,0,0,0,0
2026-02-09,AS,AS7009,SFO,DEN,1303,1303,0,20,1323,1607,1554,-13.0,144,1152,0,0,0,0,0
2026-01-29,DL,DL9950,SEA,ATL,2125,2159,34,16,2215,0226,0231,5.0,261,2088,0,0,0,0,0
2026-02-02,AS,AS8660,SEA,CLT,1526,1526,0,20,1546,2056,2035,-21.0,290,2320,0,0,0,0,0
2026-04-28,AA,AA8625,DEN,LAX,0546,0546,0,30,0616,0938,0943,5.0,192,1536,0,0,0,0,0
2026-03-20,AA,AA2415,DFW,DEN,1838,1838,0,10,1848,2240,2213,-27.0,202,1616,0,0,0,0,0
2026-02-06,AS,AS8532,ATL,CLT,1936,1936,0,18,1954,2342,2310,-32.0,206,1648,0,0,0,0,0
2026-02-24,WN,WN5710,JFK,SFO,0857,0857,0,28,0925,1416,1410,-6.0,279,2232,0,0,0,0,0
2026-03-13,AA,AA4312,ORD,JFK,0142,0142,0,15,0157,0345,0324,-21.0,83,664,0,0,0,0,0
2026-02-19,B6,B63342,ATL,DEN,0016,0311,175,12,0323,0644,0924,160.0,348,2784,109,48,3,0,0
2026-01-08,DL,DL4594,DEN,CLT,1434,1458,24,19,1517,2006,2023,17.0,292,2336,4,7,6,0,0
2026-01-06,UA,UA4878,DEN,LAS,1054,1054,0,18,1112,1412,1353,-19.0,158,1264,0,0,0,0,0
2026-02-01,DL,DL3320,ORD,DFW,0730,1004,154,28,1032,1208,1450,162.0,238,1904,29,88,45,0,0
2026-01-11,B6,B69961,CLT,ATL,1221,1221,0,19,1240,1752,1726,-26.0,291,2328,0,0,0,0,0
2026-05-01,AS,AS6391,DEN,ORD,0108,0108,0,14,0122,0402,0337,-25.0,134,1072,0,0,0,0,0
2026-01-04,B6,B67477,DEN,LAX,2254,2254,0,17,2311,0528,0455,-33.0,354,2832,0,0,0,0,0
2026-04-24,B6,B69395,ATL,LAS,2148,2148,0,30,2218,0151,0148,-3.0,203,1624,0,0,0,0,0
2026-01-05,AA,AA266,DEN,DFW,0448,0448,0,20,0508,0956,0953,-3.0,268,2144,0,0,0,0,0
2026-01-23,B6,B68784,ATL,SEA,0719,0719,0,12,0731,0937,0923,-14.0,98,784,0,0,0,0,0
2026-02-27,WN,WN4650,CLT,SEA,2114,2114,0,14,2128,0221,0151,-30.0,267,2136,0,0,0,0,0
2026-03-04,AA,AA877,JFK,DEN,0950,0950,0,20,1010,1322,1252,-30.0,172,1376,0,0,0,0,0
2026-03-30,AS,AS1785,CLT,ORD,0212,0212,0,25,0237,0632,0629,-3.0,220,1760,0,0,0,0,0
2026-03-22,B6,B62269,ORD,DEN,1411,1411,0,14,1425,1733,1658,-35.0,162,1296,0,0,0,0,0
2026-01-22,DL,DL4049,ORD,DFW,1926,1926,0,30,1956,0106,0113,7.0,300,2400,0,0,0,0,0
2026-01-28,UA,UA8110,JFK,SEA,0104,0104,0,30,0134,0450,0445,-5.0,186,1488,0,0,0,0,0
2026-03-03,UA,UA7807,ORD,LAX,1430,1430,0,26,1456,1833,1826,-7.0,203,1624,0,0,0,0,0
2026-03-30,UA,UA6819,DEN,ATL,1956,1956,0,30,2026,0106,0059,-7.0,270,2160,0,0,0,0,0
2026-01-17,DL,DL6285,SEA,SFO,2328,2328,0,23,2351,0244,0218,-26.0,156,1248,0,0,0,0,0
2026-02-09,DL,DL6182,LAS,SFO,1613,1613,0,23,1636,1930,1904,-26.0,157,1256,0,0,0,0,0
2026-03-13,B6,B69435,DEN,ATL,1402,1402,0,27,1429,1808,1749,-19.0,206,1648,0,0,0,0,0
2026-01-03,B6,B68218,ATL,DEN,0209,0209,0,22,0231,0554,0528,-26.0,185,1480,0,0,0,0,0
2026-01-13,AS,AS7981,DEN,SEA,1959,2225,146,14,2239,2237,0044,127.0,118,944,57,47,23,0,0
2026-01-25,AA,AA4054,CLT,SFO,1129,1129,0,11,1140,1510,1457,-13.0,181,1448,0,0,0,0,0
2026-04-20,B6,B65075,ORD,DFW,2313,2313,0,26,2339,0344,0320,-24.0,231,1848,0,0,0,0,0
2026-01-16,AS,AS3587,DFW,ORD,1317,1317,0,17,1334,1822,1808,-14.0,265,2120,0,0,0,0,0
2026-01-06,B6,B64430,DFW,CLT,0244,0244,0,23,0307,0743,0735,-8.0,259,2072,0,0,0,0,0
2026-02-05,UA,UA5691,JFK,LAS,0458,0458,0,13,0511,1015,0954,-21.0,277,2216,0,0,0,0,0
2026-02-08,B6,B67817,ORD,LAS,1535,1653,78,18,1711,1851,2007,76.0,156,1248,76,0,0,0,0
2026-01-07,AS,AS3291,DFW,SEA,1207,1403,116,15,1418,1657,1820,83.0,250,2000,37,25,21,0,0
2026-03-16,B6,B63464,SFO,SEA,0513,0513,0,21,0534,1057,1055,-2.0,304,2432,0,0,0,0,0
2026-05-01,B6,B67010,ORD,CLT,0130,0130,0,10,0140,0742,0719,-23.0,332,2656,0,0,0,0,0
2026-03-28,DL,DL2075,ATL,LAS,1525,1536,11,12,1548,2051,2052,1.0,286,2288,0,0,0,0,0
2026-02-08,WN,WN540,LAS,ORD,0347,0347,0,18,0405,0704,0702,-2.0,157,1256,0,0,0,0,0
2026-02-06,DL,DL8263,JFK,ORD,0434,0434,0,13,0447,0829,0821,-8.0,195,1560,0,0,0,0,0
2026-04-07,DL,DL781,LAS,ORD,1130,1130,0,27,1157,1521,1517,-4.0,191,1528,0,0,0,0,0
2026-01-09,AS,AS4642,DEN,JFK,1042,1147,65,14,1201,1318,1355,37.0,116,928,27,1,9,0,0
2026-02-23,UA,UA8304,LAS,ATL,1549,1549,0,19,1608,1811,1809,-2.0,102,816,0,0,0,0,0
2026-03-04,DL,DL2628,ORD,SEA,0251,0251,0,17,0308,0547,0532,-15.0,136,1088,0,0,0,0,0
2026-01-20,UA,UA7057,LAX,ORD,1532,1532,0,23,1555,2117,2112,-5.0,305,2440,0,0,0,0,0
2026-01-15,UA,UA7030,SEA,DEN,1421,1443,22,16,1459,1709,1718,9.0,128,1024,0,0,0,0,0
2026-04-09,B6,B64435,DFW,DEN,1311,1311,0,10,1321,1903,1836,-27.0,312,2496,0,0,0,0,0
2026-01-01,DL,DL6560,CLT,DFW,2348,2348,0,19,0007,0330,0310,-20.0,182,1456,0,0,0,0,0
2026-01-09,B6,B6202,SFO,DEN,0043,0043,0,15,0058,0343,0337,-6.0,140,1120,0,0,0,0,0
2026-02-08,AS,AS1249,SFO,CLT,0222,0222,0,22,0244,0540,0524,-16.0,158,1264,0,0,0,0,0
2026-03-25,DL,DL4553,ORD,SEA,2008,2008,0,20,2028,0031,0012,-19.0,223,1784,0,0,0,0,0
2026-03-06,WN,WN8913,SEA,CLT,0508,0508,0,15,0523,0710,0649,-21.0,82,656,0,0,0,0,0
2026-03-02,AS,AS1778,DFW,LAX,0658,0658,0,22,0720,1119,1105,-14.0,221,1768,0,0,0,0,0
2026-01-04,AS,AS5816,LAX,DEN,1907,1907,0,26,1933,0023,0010,-13.0,276,2208,0,0,0,0,0
2026-02-05,WN,WN9814,DEN,JFK,0944,1218,154,25,1243,1615,1824,129.0,351,2808,25,77,27,0,0
2026-03-20,AA,AA7173,SFO,DFW,0214,0214,0,20,0234,0521,0515,-6.0,147,1176,0,0,0,0,0
2026-03-30,AA,AA495,DFW,DEN,0117,0117,0,18,0135,0501,0453,-8.0,184,1472,0,0,0,0,0
2026-02-27,AA,AA5115,SFO,JFK,1407,1412,5,21,1433,1804,1808,4.0,197,1576,0,0,0,0,0
2026-01-19,AA,AA3736,LAX,JFK,0407,0407,0,27,0434,0746,0748,2.0,179,1432,0,0,0,0,0
2026-01-03,WN,WN9561,DEN,ATL,0316,0316,0,18,0334,0700,0655,-5.0,184,1472,0,0,0,0,0
2026-04-30,UA,UA2679,SFO,DEN,1412,1412,0,12,1424,1926,1913,-13.0,274,2192,0,0,0,0,0
2026-01-27,DL,DL6530,SEA,DFW,2056,2338,162,30,0008,0038,0322,164.0,182,1456,21,40,103,0,0
2026-04-29,DL,DL5486,JFK,LAX,0112,0112,0,22,0134,0423,0403,-20.0,151,1208,0,0,0,0,0
2026-04-07,AA,AA5593,LAX,DEN,2323,2323,0,25,2348,0123,0119,-4.0,80,640,0,0,0,0,0
2026-05-01,AS,AS5671,ORD,DFW,1937,1937,0,16,1953,2208,2146,-22.0,111,888,0,0,0,0,0
2026-03-02,DL,DL1086,DEN,JFK,0802,0802,0,25,0827,1255,1243,-12.0,253,2024,0,0,0,0,0
2026-01-07,AS,AS9211,CLT,JFK,0854,0854,0,19,0913,1034,1019,-15.0,60,480,0,0,0,0,0
2026-04-07,AA,AA7315,JFK,CLT,1305,1305,0,12,1317,1650,1619,-31.0,185,1480,0,0,0,0,0
2026-03-04,B6,B67234,LAX,LAS,1218,1218,0,23,1241,1818,1753,-25.0,320,2560,0,0,0,0,0
2026-04-11,B6,B69974,SFO,JFK,0916,0916,0,26,0942,1116,1100,-16.0,80,640,0,0,0,0,0
2026-03-13,AS,AS9726,CLT,ATL,0539,0539,0,14,0553,1017,0953,-24.0,238,1904,0,0,0,0,0
2026-03-12,UA,UA6928,JFK,DEN,2244,2244,0,24,2308,0350,0326,-24.0,266,2128,0,0,0,0,0
2026-01-10,WN,WN5154,LAS,ATL,1542,1542,0,26,1608,2156,2152,-4.0,334,2672,0,0,0,0,0
2026-03-08,AA,AA9828,LAX,SEA,0343,0343,0,10,0353,0624,0559,-25.0,121,968,0,0,0,0,0
2026-04-19,DL,DL4616,ORD,DFW,1800,1800,0,11,1811,2231,2157,-34.0,231,1848,0,0,0,0,0
2026-01-12,DL,DL4883,LAX,JFK,1620,1620,0,25,1645,2009,1944,-25.0,189,1512,0,0,0,0,0
2026-04-24,B6,B66940,CLT,SFO,1308,1437,89,29,1506,1533,1711,98.0,105,840,1,71,26,0,0
2026-02-04,B6,B67792,DEN,JFK,1804,1804,0,20,1824,1957,1955,-2.0,73,584,0,0,0,0,0
2026-02-28,B6,B6239,SFO,LAS,1343,1607,144,23,1630,1949,2216,147.0,326,2608,117,3,27,0,0
2026-02-11,WN,WN9466,SEA,ATL,0707,0707,0,28,0735,0946,0953,7.0,119,952,0,0,0,0,0
2026-03-09,B6,B69855,LAX,ORD,0517,0517,0,12,0529,1025,1017,-8.0,268,2144,0,0,0,0,0
2026-03-03,B6,B65697,CLT,ORD,0649,0708,19,30,0738,1145,1202,17.0,256,2048,9,3,5,0,0
2026-04-20,UA,UA310,LAX,LAS,1933,1933,0,14,1947,2331,2309,-22.0,198,1584,0,0,0,0,0
2026-03-22,B6,B6731,ORD,LAX,0259,0259,0,14,0313,0754,0732,-22.0,255,2040,0,0,0,0,0
2026-01-10,UA,UA3110,JFK,SEA,1421,1421,0,21,1442,1700,1647,-13.0,119,952,0,0,0,0,0
2026-02-11,UA,UA9082,JFK,DEN,1201,1201,0,27,1228,1446,1449,3.0,125,1000,0,0,0,0,0
2026-01-29,AS,AS8237,LAX,SFO,1007,1030,23,15,1045,1240,1239,-1.0,113,904,0,0,0,0,0
2026-04-13,B6,B63648,LAX,DFW,0114,0114,0,22,0136,0608,0543,-25.0,254,2032,0,0,0,0,0
2026-03-02,DL,DL4400,ORD,SEA,1335,1516,101,16,1532,2000,2108,68.0,345,2760,65,1,2,0,0
2026-02-26,B6,B6350,CLT,DEN,1349,1407,18,27,1434,1752,1749,-3.0,203,1624,0,0,0,0,0
2026-04-18,UA,UA8445,SFO,SEA,0723,0723,0,26,0749,1115,1101,-14.0,192,1536,0,0,0,0,0
2026-03-17,B6,B63518,LAS,JFK,1212,1212,0,30,1242,1733,1720,-13.0,281,2248,0,0,0,0,0
2026-02-18,UA,UA7160,CLT,JFK,2042,2042,0,18,2100,2248,2229,-19.0,86,688,0,0,0,0,0
2026-04-21,WN,WN9097,JFK,SFO,0638,0638,0,17,0655,0905,0841,-24.0,107,856,0,0,0,0,0
2026-02-23,DL,DL3679,LAX,DFW,1642,1642,0,29,1711,2148,2150,2.0,266,2128,0,0,0,0,0
2026-01-11,B6,B62064,CLT,DFW,1058,1130,32,10,1140,1308,1312,4.0,90,720,0,0,0,0,0
2026-01-08,UA,UA2282,ATL,SFO,0412,0412,0,10,0422,0953,0929,-24.0,301,2408,0,0,0,0,0
2026-03-31,WN,WN5394,SFO,CLT,2250,2250,0,17,2307,0450,0431,-19.0,320,2560,0,0,0,0,0
2026-01-28,AS,AS6295,ATL,LAX,0731,0731,0,10,0741,0955,0936,-19.0,104,832,0,0,0,0,0
2026-01-19,B6,B68253,ORD,SFO,0047,0047,0,16,0103,0524,0506,-18.0,237,1896,0,0,0,0,0
2026-02-19,DL,DL1239,LAS,CLT,0956,0956,0,13,1009,1240,1210,-30.0,124,992,0,0,0,0,0
2026-03-07,UA,UA3194,JFK,DEN,1311,1311,0,23,1334,1827,1817,-10.0,276,2208,0,0,0,0,0
2026-01-18,UA,UA5004,JFK,ATL,1050,1050,0,17,1107,1307,1259,-8.0,97,776,0,0,0,0,0
2026-01-15,B6,B64900,LAX,JFK,1016,1016,0,10,1026,1218,1153,-25.0,82,656,0,0,0,0,0
2026-02-13,WN,WN8608,SFO,CLT,1301,1301,0,12,1313,1608,1539,-29.0,147,1176,0,0,0,0,0
2026-02-16,B6,B64076,SFO,ORD,1005,1005,0,28,1033,1324,1313,-11.0,159,1272,0,0,0,0,0
2026-04-19,WN,WN7653,SFO,CLT,0614,0630,16,18,0648,1129,1135,6.0,275,2200,0,0,0,0,0
2026-03-01,UA,UA1869,SFO,JFK,1614,1614,0,17,1631,1833,1819,-14.0,99,792,0,0,0,0,0
2026-02-02,DL,DL5224,DFW,JFK,0112,0112,0,19,0131,0729,0712,-17.0,337,2696,0,0,0,0,0
2026-03-04,AS,AS2369,ATL,DEN,0700,0700,0,13,0713,1141,1116,-25.0,241,1928,0,0,0,0,0
2026-04-10,WN,WN3487,DEN,DFW,1222,1430,128,18,1448,1444,1645,121.0,102,816,79,0,42,0,0
2026-03-13,AA,AA7301,LAS,ATL,1204,1204,0,12,1216,1348,1327,-21.0,64,512,0,0,0,0,0
2026-01-21,WN,WN8304,DFW,SEA,0011,0213,122,30,0243,0332,0536,124.0,161,1288,123,1,0,0,0
2026-01-30,WN,WN4908,CLT,ORD,2205,2205,0,18,2223,0358,0351,-7.0,313,2504,0,0,0,0,0
2026-04-13,AA,AA8685,SFO,DFW,1203,1203,0,18,1221,1804,1744,-20.0,321,2568,0,0,0,0,0
2026-01-14,UA,UA7304,SFO,DFW,1546,1546,0,20,1606,2058,2046,-12.0,272,2176,0,0,0,0,0
2026-04-21,AS,AS9382,LAS,SEA,2121,2249,88,30,2319,0212,0344,92.0,251,2008,44,22,26,0,0
2026-03-25,AS,AS5255,LAS,JFK,2257,2257,0,19,2316,0256,0252,-4.0,199,1592,0,0,0,0,0
